"1","Arua Hub","cphl-arua1@hpeprint.com","1","2014-07-14 09:06:33","samuel@trailanalytics.com"
"3","Aber Hub","cphl-aber1@hpeprint.com","7","2014-07-14 09:06:33","samuel@trailanalytics.com"
"4","Abim Hub","cphl-abim@hpeprint.com","22","2014-07-14 09:06:33","samuel@trailanalytics.com"
"5","Adjumani Hub","cphl-adjumani@hpeprint.com","1","2014-07-14 09:06:33","samuel@trailanalytics.com"
"6","Kalongo Hub","cphl-agago@hpeprint.com","7","2014-07-14 09:06:33","samuel@trailanalytics.com"
"8","Amuru Hub","cphl-amuru@hpeprint.com","7","2014-07-14 09:06:33","samuel@trailanalytics.com"
"9","Atutur Hub","cphl-atutur@hpeprint.com","1","2014-07-14 09:06:33","samuel@trailanalytics.com"
"10","Buliisa Hub","cphl-buliisa@hpeprint.com","5","2014-07-14 09:06:33","samuel@trailanalytics.com"
"11","Bushenyi Hub","cphl-busheyi@hpeprint.com","13","2014-07-14 09:06:33","samuel@trailanalytics.com"
"12","Buyinja Hub","cphl-buyinja@hpeprint.com","2","2014-07-14 09:06:33","samuel@trailanalytics.com"
"14","Entebbe Hub","cphl-entebbe@hpeprint.com","3","2014-07-14 09:06:33","samuel@trailanalytics.com"
"15","Fort Portal Hub","cphl-fortportal@hpeprint.com","1","2014-07-14 09:06:33","samuel@trailanalytics.com"
"16","Gombe Hub","cphl-gombe@hpeprint.com","3","2014-07-14 09:06:33","samuel@trailanalytics.com"
"17","Gulu Hub","cphl-gulu@hpeprint.com","7","2014-07-14 09:06:33","samuel@trailanalytics.com"
"18","Hoima Hub","cphl-hoima@hpeprint.com","5","2014-07-14 09:06:33","samuel@trailanalytics.com"
"19","Iganga Hub","cphl-iganga@hpeprint.com","2","2014-07-14 09:06:33","samuel@trailanalytics.com"
"20","Itojo Hub","cphl-itojo@hpeprint.com","13","2014-07-14 09:06:33","samuel@trailanalytics.com"
"21","Jinja Hub","cphl-jinja@hpeprint.com","12","2014-07-14 09:06:33","samuel@trailanalytics.com"
"22","Kaabong Hub","cphl-kaabongo@hpeprint.com","16","2014-07-14 09:06:33","samuel@trailanalytics.com"
"23","Kabale Hub","cphl-kabale@hpeprint.com","13","2014-07-14 09:06:33","samuel@trailanalytics.com"
"24","Kagadi Hub","cphl-kagadi@hpeprint.com","5","2014-07-14 09:06:33","samuel@trailanalytics.com"
"25","Kagando Hub","cphl-kagando@hpeprint.com","1","2014-07-14 09:06:33","samuel@trailanalytics.com"
"26","CPHL Hub","cphl-kampala@hpeprint.com","0","2014-07-14 09:06:33","samuel@trailanalytics.com"
"27","Kanungu Hub","cphl-kanungu@hpeprint.com","13","2014-07-14 09:06:33","samuel@trailanalytics.com"
"28","Kassanda Hub","cphl-kassanda@hpeprint.com","3","2014-07-14 09:06:33","samuel@trailanalytics.com"
"29","Kawolo Hub","cphl-kawalo@hpeprint.com","3","2014-07-14 09:06:33","samuel@trailanalytics.com"
"30","Kayunga Hub","cphl-kayunga1@hpeprint.com","15","2014-07-14 09:06:33","samuel@trailanalytics.com"
"31","Kidera Hub","cphl-kidera@hpeprint.com","2","2014-07-14 09:06:33","samuel@trailanalytics.com"
"32","Kiryandongo Hub","cphl-kiryadongo@hpeprint.com","5","2014-07-14 09:06:33","samuel@trailanalytics.com"
"33","Kisoro Hub","cphl-kisoro@hpeprint.com","13","2014-07-14 09:06:33","samuel@trailanalytics.com"
"34","Kitagata Hub","cphl-kitagata@hpeprint.com","13","2014-07-14 09:06:33","samuel@trailanalytics.com"
"35","Kotido Hub","cphl-kotido@hpeprint.com","16","2014-07-14 09:06:33","samuel@trailanalytics.com"
"36","Lira Hub","cphl-lira@hpeprint.com","7","2014-07-14 09:06:33","samuel@trailanalytics.com"
"37","Luwero Hub","cphl-luwero@hpeprint.com","3","2014-07-14 09:06:33","samuel@trailanalytics.com"
"38","Lwala Hub","cphl-lwala@hpeprint.com","0","2014-07-14 09:06:33","samuel@trailanalytics.com"
"39","Lyantonde Hub","cphl-lyantonde@hpeprint.com","3","2014-07-14 09:06:33","samuel@trailanalytics.com"
"41","Masaka Hub","cphl-masaka@hpeprint.com","3","2014-07-14 09:06:33","samuel@trailanalytics.com"
"42","Masindi Hub","cphl-masindi@hpeprint.com","5","2014-07-14 09:06:33","samuel@trailanalytics.com"
"43","Mbale Hub","cphl-mbale@hpeprint.com","9","2014-07-14 09:06:33","samuel@trailanalytics.com"
"44","Mbarara Hub","cphl-mbarara@hpeprint.com","12","2014-07-14 09:06:33","samuel@trailanalytics.com"
"45","Mitooma Hub","cphl-mitooma@hpeprint.com","13","2014-07-14 09:06:33","samuel@trailanalytics.com"
"46","Mityana Hub","cphl-mityana@hpeprint.com","3","2014-07-14 09:06:33","samuel@trailanalytics.com"
"47","Moyo Hub","cphl-moyo@hpeprint.com","1","2014-07-14 09:06:33","samuel@trailanalytics.com"
"48","Mubende Hub","cphlmubende@hpeprint.com","3","2014-07-14 09:06:33","samuel@trailanalytics.com"
"49","Nakasongola Hub","cphl-nakasongora@hpeprint.com","3","2014-07-14 09:06:33","samuel@trailanalytics.com"
"50","Nebbi Hub","cphl-nebbi@hpeprint.com","1","2014-07-14 09:06:33","samuel@trailanalytics.com"
"51","Ngoma Hub","cphl-ngoma@hpeprint.com","3","2014-07-14 09:06:33","samuel@trailanalytics.com"
"52","Nsiika Hub","cphl-nsiika@hpeprint.com","13","2014-07-14 09:06:33","samuel@trailanalytics.com"
"53","Nwoya Hub","cphl-nwoya@hpeprint.com","0","2014-07-14 09:06:33","samuel@trailanalytics.com"
"54","Nyakibale Hub","cphl-nyakibale@hpeprint.com","13","2014-07-14 09:06:33","samuel@trailanalytics.com"
"55","Rakai Hub","cphl-rakai@hpeprint.com","8","2014-07-14 09:06:33","samuel@trailanalytics.com"
"56","Rugazi Hub","cphl-rugazi@hpeprint.com","13","2014-07-14 09:06:33","samuel@trailanalytics.com"
"57","Ruhoko Hub","cphl-ruhoko@hpeprint.com","13","2014-07-14 09:06:33","samuel@trailanalytics.com"
"58","Rushere Hub","cphl-rushere@hpeprint.com","13","2014-07-14 09:06:33","samuel@trailanalytics.com"
"59","Rwekubo Hub","cphl-rwekubo@hpeprint.com","13","2014-07-14 09:06:33","samuel@trailanalytics.com"
"60","Serere Hub","cphl-serere@hpeprint.com","1","2014-07-14 09:06:33","samuel@trailanalytics.com"
"61","Soroti Hub","cphl-soroti@hpeprint.com","12","2014-07-14 09:06:33","samuel@trailanalytics.com"
"62","Sembabule Hub","cphl-ssembabule@hpeprint.com","3","2014-07-14 09:06:33","samuel@trailanalytics.com"
"64","Tokora Hub","cphl-tokora@hpeprint.com","16","2014-07-14 09:06:33","samuel@trailanalytics.com"
"65","Tororo Hub","cphl-tororo@hpeprint.com","10","2014-07-14 09:06:33","samuel@trailanalytics.com"
"66","Yumbe Hub","cphl-yumbe@hpeprint.com","1","2014-07-14 09:06:33","samuel@trailanalytics.com"
"67","Kamuli Hub","cpul-kamuli@hpeprint.com","2","2014-07-14 09:06:33","samuel@trailanalytics.com"
"68","Kapchorwa Hub","cphl-kapchorwa@hpeprint.com","9","2014-07-14 09:06:33","samuel@trailanalytics.com"
"69","Kampala Hub","cphl-kampala@hpeprint.com","4","2014-07-14 09:06:33","samuel@trailanalytics.com"
